INSERT INTO platnosci(id_konta, data, kwota) VALUES(1,'2017-08-21',34); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-03-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-04-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-05-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-06-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-07-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-08-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-09-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-10-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-11-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2019-12-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-01-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-02-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-03-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-04-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-05-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-06-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-07-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-08-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-09-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-10-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-11-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2020-12-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(683,'2021-01-11',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2015-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-01-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2016-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-01-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2017-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-01-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2018-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-01-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2019-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-01-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-02-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-03-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-04-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-05-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-06-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-07-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-08-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-09-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-10-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-11-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(684,'2020-12-20',52); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2018-08-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2018-09-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2018-10-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2018-11-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2018-12-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-01-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-02-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-03-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-04-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-05-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-06-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-07-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-08-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-09-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-10-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-11-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2019-12-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-01-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-02-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-03-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-04-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-05-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-06-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-07-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-08-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-09-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-10-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-11-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(685,'2020-12-25',28); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2014-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2014-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2014-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2015-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2016-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2017-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2018-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2019-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-01-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-03-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-04-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-05-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-06-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-07-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-08-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-09-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-10-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-11-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(686,'2020-12-13',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2014-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2014-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2014-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2014-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2014-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2015-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2016-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2017-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2018-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2019-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-01-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-03-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-05-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-07-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-08-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-10-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(687,'2020-12-17',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2016-08-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2016-09-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2016-10-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2016-11-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2016-12-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-01-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-04-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-05-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-06-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-07-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-08-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-09-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-10-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-11-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2017-12-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-01-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-04-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-05-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-06-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-07-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-08-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-09-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-10-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-11-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2018-12-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-01-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-04-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-05-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-06-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-07-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-08-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-09-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-10-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-11-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2019-12-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-01-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-03-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-04-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-05-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-06-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-07-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-08-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-09-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-10-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-11-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(688,'2020-12-03',43); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(689,'2019-11-01',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(689,'2019-12-01',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(689,'2020-01-01',60); 
INSERT INTO platnosci(id_konta, data, kwota) VALUES(689,'2020-02-01',60); 
